key,category,zh-CN,note
root.quad.waste.desc,灵根,四系过多又过弱，属性不少，但每一条都像风中残烛。,
root.quad.waste.meta,灵根,四灵根 · 近废,
root.quad.waste.name,灵根,{names}废四灵根,
root.single.heaven.desc,灵根,灵气归一，杂质极少，属于典型的单系天灵根。,
root.single.heaven.meta,灵根,单灵根 · 天品,
root.single.heaven.name,灵根,{names}天灵根,
root.single.innate-dao.desc,灵根,仅存一系，且数值圆满，已近先天道胎之象。,
root.single.innate-dao.meta,灵根,单灵根 · 极境资质,
root.single.innate-dao.name,灵根,{names}先天道胎灵根,
root.single.supreme.desc,灵根,单一属性纯度极高，已是最上层的单系资质。,
root.single.supreme.meta,灵根,单灵根 · 极品,
root.single.supreme.name,灵根,{names}极品天灵根,
root.single.true.desc,灵根,虽然未到天品，但依旧属于极强的单系资质。,
root.single.true.meta,灵根,单灵根 · 上品,
root.single.true.name,灵根,{names}真灵根,
root.single.waste.desc,灵根,虽然形式上只余一系，但数值太低，几近枯竭。,
root.single.waste.meta,灵根,单灵根 · 近废,
root.single.waste.name,灵根,{names}废灵根,
root.single.weak.desc,灵根,路线纯粹，但根基偏枯，后续更依赖资源和机缘。,
root.single.weak.meta,灵根,单灵根 · 偏弱,
root.single.weak.name,灵根,{names}偏枯单灵根,
root.triple.balanced.desc,灵根,三系分布平滑，没有明显短板，适合多属性体系。,
root.triple.balanced.meta,灵根,三灵根 · 均衡,
root.triple.balanced.name,灵根,{names}均衡三灵根,
root.triple.heaven.desc,灵根,三系齐强且都过九十，放在三灵根里已近传说。,
root.triple.heaven.meta,灵根,三灵根 · 天品,
root.triple.heaven.name,灵根,{names}三系天灵根,
root.triple.mixed.desc,灵根,很常见的普通资质，广而不精，更看后续功法与资源。,
root.triple.mixed.meta,灵根,三灵根 · 杂驳,
root.triple.mixed.name,灵根,{names}杂三灵根,
root.triple.normal.desc,灵根,标准三灵根，属性选择更多，但每一系分到的纯度也更少。,
root.triple.normal.meta,灵根,三灵根 · 常规,
root.triple.normal.name,灵根,{names}三灵根,
root.triple.true.desc,灵根,三系根基都很扎实，胜在路子广、兼容性强。,
root.triple.true.meta,灵根,三灵根 · 上品,
root.triple.true.name,灵根,{names}真三灵根,
root.triple.waste.desc,灵根,三系都有，却都过于孱弱，修行时容易处处分散。,
root.triple.waste.meta,灵根,三灵根 · 近废,
root.triple.waste.name,灵根,{names}废三灵根,
panel.registry.action,面板注册,行动,
panel.registry.attr,面板注册,属性,
panel.registry.body-training,面板注册,炼体,
panel.registry.changelog,面板注册,更新日志,
panel.registry.chat,面板注册,聊天,
panel.registry.debug,面板注册,调试,
panel.registry.equipment,面板注册,装备,
panel.registry.inventory,面板注册,背包,
panel.registry.loot,面板注册,拾取,
panel.registry.mail,面板注册,飞书,
panel.registry.market,面板注册,坊市,
panel.registry.minimap,面板注册,小地图,
panel.registry.quest,面板注册,任务,
panel.registry.settings,面板注册,设置,
panel.registry.suggestion,面板注册,反馈,
panel.registry.technique,面板注册,功法,
panel.registry.world-map-intel,面板注册,地图情报,
panel.registry.world-tianji,面板注册,天机阁,
targeting.badge.cast-range,目标选择,射程 {range},范围D固定前端可见文本
targeting.badge.max-targets,目标选择,· 最多 {count} 目标,范围D固定前端可见文本
targeting.badge.selected,目标选择,选定 {actionName} 目标 · {range}{shape},范围D固定前端可见文本
targeting.badge.shape.area,目标选择,· 范围半径 {radius}{maxTargets},范围D固定前端可见文本
targeting.badge.shape.box,目标选择,· 矩形 {width}x{height}{maxTargets},范围D固定前端可见文本
targeting.badge.shape.checkerboard,目标选择,· 棋盘 {width}x{height}{maxTargets},范围D固定前端可见文本
targeting.badge.shape.line,目标选择,· 直线{maxTargets},范围D固定前端可见文本
targeting.badge.shape.oriented-box,目标选择,· 定向矩形 {width}x{height}{maxTargets},范围D固定前端可见文本
targeting.badge.shape.ring,目标选择,· 环带 {inner}-{outer}{maxTargets},范围D固定前端可见文本
targeting.badge.vision-range,目标选择,视野 {range},范围D固定前端可见文本
targeting.senseqi.title,目标选择,感气视角,范围D固定前端可见文本
targeting.toast.cancelled,目标选择,已取消目标选择,范围D固定前端可见文本
targeting.toast.observe,目标选择,请选择当前视野内的目标格，按取消键或右键取消,范围D固定前端可见文本
targeting.toast.select-range,目标选择,请选择 {range} 格内目标，按取消键或右键取消,范围D固定前端可见文本
targeting.tooltip.coordinate,目标选择,"坐标 ({x}, {y})",范围D固定前端可见文本
targeting.tooltip.formation,目标选择,"{name} · 中心 ({x}, {y}) · 半径 {radius}",范围D固定前端可见文本
targeting.tooltip.formation.default-name,目标选择,阵法,范围D固定前端可见文本
targeting.tooltip.resource-level,目标选择,{label}等级 {level},范围D固定前端可见文本
targeting.tooltip.resource-value,目标选择,{label} {value},范围D固定前端可见文本
targeting.wangqi.area,目标选择,面积 {area},范围D固定前端可见文本
targeting.wangqi.doors-windows,目标选择,门窗 {doors}/{windows},范围D固定前端可见文本
targeting.wangqi.enclosed,目标选择,封闭完整,范围D固定前端可见文本
targeting.wangqi.fengshui,目标选择,风水：{label} {score},范围D固定前端可见文本
targeting.wangqi.fengshui.neutral,目标选择,风水：平 0,范围D固定前端可见文本
targeting.wangqi.luck,目标选择,幸运：{luck},范围D固定前端可见文本
targeting.wangqi.luck.zero,目标选择,幸运：+0,范围D固定前端可见文本
targeting.wangqi.open,目标选择,连通外界,范围D固定前端可见文本
targeting.wangqi.room,目标选择,房间：{room},范围D固定前端可见文本
targeting.wangqi.room.none,目标选择,房间：此处不在房间内,范围D固定前端可见文本
targeting.wangqi.title,目标选择,望气视角,范围D固定前端可见文本
startup.toast.returning-spawn,启动,正返回诞生之地...,
craft.workbench.enhancement.empty.error,强化,当前无法打开强化界面。,
craft.workbench.enhancement.empty.loading,强化,正在整理强化名录与当前背包状态…,
craft.workbench.enhancement.empty.no-target,强化,当前没有可强化的装备。现在任意装备都可强化，但你身上暂时没有可用目标。,
craft.workbench.enhancement.empty.select-item,强化,请选择一件装备。,
craft.workbench.enhancement.formula-pill,强化,强化说明,
craft.workbench.enhancement.formula.line.base-rate,强化,基础成功率由目标等级决定，等级越高越难成功。,
craft.workbench.enhancement.formula.line.duration,强化,耗时会受到强化等级与强化锤修正影响。,
craft.workbench.enhancement.formula.line.final-high,强化,最终成功率受强化上限约束。,
craft.workbench.enhancement.formula.line.final-low,强化,强化等级不足时，成功率会明显降低。,
craft.workbench.enhancement.formula.line.final-negative,强化,修正后低于下限时会按最低成功率结算。,
craft.workbench.enhancement.formula.line.high-skill,强化,角色强化等级越高，越能提高成功率并缩短耗时。,
craft.workbench.enhancement.formula.line.low-skill,强化,角色强化等级低于目标等级时，会受到额外惩罚。,
craft.workbench.enhancement.formula.line.settle,强化,每次强化按当前冲击等级单独结算。,
craft.workbench.enhancement.formula.line.spirit-stone,强化,灵石只在本阶成功时扣除，保护物只在失败且保护生效时扣除。,
craft.workbench.enhancement.history.detail.note,强化,以下成功率按当前角色强化等级 Lv.{level} 与当前强化锤修正计算，仅用于展示该次行动内各目标等级的参考概率。,
craft.workbench.enhancement.history.detail.protection-disabled,强化,未启用保护,
craft.workbench.enhancement.history.detail.protection-enabled,强化,保护从 +{level} 生效,
craft.workbench.enhancement.history.detail.row.failure,强化,失败,
craft.workbench.enhancement.history.detail.row.failure-value,强化,败 {count},
craft.workbench.enhancement.history.detail.row.success,强化,成功,
craft.workbench.enhancement.history.detail.row.success-rate,强化,成功率,
craft.workbench.enhancement.history.detail.row.success-value,强化,成 {count},
craft.workbench.enhancement.history.detail.row.target,强化,目标,
craft.workbench.enhancement.history.detail.subtitle,强化,{itemName} · 开始于 {startedAt},
craft.workbench.enhancement.history.detail.summary,强化,{sessionSummary} · 历史最高 +{highestLevel} · {status} · {endedAt} · {protection},
craft.workbench.enhancement.history.detail.title,强化,强化记录详情,
craft.workbench.enhancement.history.list.empty,强化,当前还没有本地强化记录。,
craft.workbench.enhancement.history.list.entry-meta,强化,等级 {level} · 历史最高 +{highestLevel} · 累计 {attemptCount} 次,
craft.workbench.enhancement.history.list.subtitle,强化,以下为当前设备上的本地累计记录，点击物品后可查看每次开始强化的行动列表,
craft.workbench.enhancement.history.list.title,强化,强化历史记录,
craft.workbench.enhancement.history.session.empty,强化,该物品的旧版历史只有累计汇总，无法拆回过去每次开始强化；后续新记录会按行动分别列出。,
craft.workbench.enhancement.history.session.ended-at,强化,结束于 {endedAt},
craft.workbench.enhancement.history.session.ended-at-empty,强化,尚未结束,
craft.workbench.enhancement.history.session.started-at,强化,开始于 {startedAt},
craft.workbench.enhancement.history.session.status-meta,强化,历史最高 +{highestLevel} · 累计 {attemptCount} 次 · {status} · {endedAt},
craft.workbench.enhancement.history.session.subtitle,强化,{itemName} · 按每次开始强化分组,
craft.workbench.enhancement.history.session.target-summary,强化,开始 +{startLevel} · 首冲 +{initialTargetLevel} · 目标 +{desiredTargetLevel},
craft.workbench.enhancement.history.session.title,强化,强化行动记录,
craft.workbench.enhancement.picker.empty,强化,当前没有可强化的装备。,
craft.workbench.enhancement.picker.source.equipped,强化,已装备 · {slot},
craft.workbench.enhancement.picker.source.inventory,强化,背包槽位 {slot},
craft.workbench.enhancement.picker.subtitle,强化,点击下方任意装备后会立即回填到强化目标槽,
craft.workbench.enhancement.picker.title,强化,选择强化装备,
craft.workbench.enhancement.picker.type.equipment,强化,装备,
craft.workbench.enhancement.record.status.archived,强化,已归档,
craft.workbench.enhancement.record.status.cancelled,强化,已取消,
craft.workbench.enhancement.record.status.completed,强化,已完成,
craft.workbench.enhancement.record.status.in-progress,强化,进行中,
craft.workbench.enhancement.record.status.stopped,强化,已停止,
craft.workbench.history.time.unknown,强化,未知时间,
quest.action.navigate-submit,任务,前往交付,
quest.action.navigate-target,任务,前往目标,
quest.card.chapter,任务,章节：{chapter},
quest.card.expand-hint,任务,点击查看详情,
quest.card.next-step,任务,下一步：{content},
quest.card.objective,任务,目标：{content},
quest.detail.accept-location,任务,接取地点,
quest.detail.chapter,任务,章节,
quest.detail.desc,任务,任务描述,
quest.detail.giver,任务,发布者,
quest.detail.next-step,任务,下一步,
quest.detail.objective-note,任务,任务说明,
quest.detail.progress,任务,当前进度,
quest.detail.relay,任务,传话内容,
quest.detail.requirement,任务,任务需求,
quest.detail.reward,任务,奖励,
quest.detail.status,任务,当前状态,
quest.detail.story,任务,剧情,
quest.detail.submit-location,任务,提交地点,
quest.detail.target,任务,任务目标,
quest.detail.target-location,任务,目标地点,
quest.empty.all,任务,暂无任务，和场景人物交互可接取,
quest.empty.line,任务,当前没有{line}任务,
quest.location.unknown,任务,未知,
quest.location.unset,任务,未设置,
quest.next.accept-at,任务,前往 {location} 找 {npcName} 接取任务,
quest.next.accept-to,任务,前往 {npcName} 接取任务,
quest.next.collect-item,任务,继续收集 {itemName} ({current}/{required}),
quest.next.completed,任务,任务已结清,
quest.next.kill,任务,前往击杀 {targetName},
quest.next.kill-at,任务,前往 {location} 击杀 {targetName},
quest.next.kill-collect,任务,前往击杀 {targetName}，并收集 {itemName},
quest.next.kill-collect-at,任务,前往 {location} 击杀 {targetName}，并收集 {itemName},
quest.next.learn-technique,任务,打开背包，使用功法书学会 {targetName},
quest.next.realm-progress,任务,前往历练并击败敌人，继续积累 {targetName},
quest.next.realm-stage,任务,继续历练；境界圆满后点击顶部境界/突破查看要求并突破，达到 {targetName},
quest.next.submit-at,任务,前往 {location} 找 {npcName} 交付任务,
quest.next.submit-item,任务,准备 {itemName} 并前往交付,
quest.next.submit-item-at,任务,准备 {itemName}，再前往 {location} 交付,
quest.next.submit-to,任务,前往 {npcName} 交付任务,
quest.next.talk-at,任务,前往 {location} 找 {npcName} 传达口信,
quest.next.talk-to,任务,前往 {npcName} 传达口信,
quest.panel.title,任务,任务簿,
quest.progress.learn.done,任务,{targetName} 已参悟,
quest.progress.learn.pending,任务,{targetName} 未参悟,
quest.progress.realm-stage.done,任务,{targetName} 已达成,
quest.progress.realm-stage.pending,任务,{targetName} 未达成,
quest.progress.talk.done,任务,口信已传达,
quest.progress.talk.pending,任务,尚未传达,
quest.requirement.empty,任务,当前任务无额外提交材料。,
quest.requirement.owned,任务,当前持有 {current}/{required},
quest.reward.empty,任务,暂无额外奖励说明,
quest.reward.none-marker,任务,无,
settings.account.action.save-display-name,设置,保存显示名称,
settings.account.action.save-password,设置,保存密码,
settings.account.action.save-role-name,设置,保存角色名称,
settings.account.copy.account,设置,账号用于登录，登录页输入当前账号或当前角色名都可以进入。设置页这里展示的是当前登录账号。,
settings.account.copy.names,设置,显示名称是头顶的一字标识，必须是可见字符；除“人”外，显示名称仍只和其他显示名称比唯一性。角色名称完整显示在头顶，也必须包含可见字符；纯中文建议不超过 {roleNameMaxLength} 个字，纯英文最多 {roleNameMaxAsciiLength} 个字符。,
settings.account.error.check-failed,设置,验查未果,
settings.account.error.current-password-empty,设置,当前密码不能为空,
settings.account.error.login-expired,设置,登录已失效，请重新登录,
settings.account.error.save-failed,设置,保存失败,
settings.account.label.current-account,设置,当前账号,
settings.account.label.current-password,设置,当前密码,
settings.account.label.display-name,设置,显示名称,
settings.account.label.new-password,设置,新密码,
settings.account.label.role-name,设置,角色名称,
settings.account.placeholder.current-password,设置,输入当前密码,
settings.account.placeholder.display-name,设置,字,
settings.account.placeholder.new-password,设置,至少 6 位且不含空格,
settings.account.placeholder.role-name,设置,输入角色名称,
settings.account.section.account,设置,账号信息,
settings.account.section.names,设置,名称设置,
settings.account.section.password,设置,修改密码,
settings.account.status.checking,设置,正在检测...,
settings.account.status.display-name-available,设置,道号可用,
settings.account.status.display-name-available-current,设置,道号可继续使用,
settings.account.status.display-name-current,设置,当前名称可继续使用,
settings.account.status.display-name-saved,设置,道号已更,
settings.account.status.display-name-taken,设置,道号已被占,
settings.account.status.password-saved,设置,密码已更新,
settings.account.status.role-name-saved,设置,角色名号已更,
settings.account.status.role-name-unchanged,设置,角色名称未变化,
settings.account.status.saving,设置,正在保存...,
settings.color-mode.dark.desc,设置,切换为更适合夜间游玩的暗面配色。,
settings.color-mode.dark.label,设置,深色,
settings.color-mode.light.desc,设置,保持当前纸卷风格的亮面配色。,
settings.color-mode.light.label,设置,浅色,
settings.common.action.off,设置,关闭,
settings.common.action.refresh,设置,刷新,
settings.common.action.reset-default,设置,恢复默认,
settings.common.action.show,设置,显示,
settings.error.not-connected,设置,气机未通，稍后再试,
settings.error.redeem-busy,设置,尚有兑换未竟，稍候,
settings.error.redeem-timeout,设置,兑换未有回音，请稍后查看行囊,
settings.font-level.body.desc,设置,大部分正文、表单输入和常规信息文字。,
settings.font-level.body.label,设置,正文,
settings.font-level.body.preview,设置,正文内容示例,
settings.font-level.caption.desc,设置,说明文、辅助信息、标签描述。,
settings.font-level.caption.label,设置,说明,
settings.font-level.caption.preview,设置,说明文字,
settings.font-level.display.desc,设置,角色单字显示名、统计大号数字和大区块抬头。,
settings.font-level.display.label,设置,大标题,
settings.font-level.display.preview,设置,玄,
settings.font-level.hero.desc,设置,登录大标题、超大数字和强调性标题。,
settings.font-level.hero.label,设置,主标题,
settings.font-level.hero.preview,设置,道劫余生,
settings.font-level.micro.desc,设置,提示、状态角标、极短辅助信息。,
settings.font-level.micro.label,设置,小字,
settings.font-level.micro.preview,设置,小字提示,
settings.font-level.subtitle.desc,设置,页签、次级抬头、按钮和强调文案。,
settings.font-level.subtitle.label,设置,副标题,
settings.font-level.subtitle.preview,设置,副标题示例,
settings.font-level.title.desc,设置,弹层标题、面板标题、主要分区抬头。,
settings.font-level.title.label,设置,标题,
settings.font-level.title.preview,设置,设置标题,
settings.logout.done,设置,已退出登录,
settings.modal.close-hint,设置,点击空白处关闭,
settings.modal.not-logged-in,设置,未登录,
settings.modal.not-set,设置,未设置,
settings.modal.subtitle,设置,账号：{account} · 道号：{displayName} · 角色：{roleName},
settings.modal.title,设置,设置,
settings.offline-gain.aria.history,设置,离线挂机历史,
settings.offline-gain.copy.summary,设置,今日、昨日、本周总账由云端统计，包含在线与离线全部收支。下方历史仅展示本设备留存的离线挂机记录。,
settings.offline-gain.empty.history,设置,本机还没有离线挂机历史,
settings.offline-gain.metric.professions,设置,技艺,
settings.offline-gain.metric.progress,设置,修为,
settings.offline-gain.metric.spirit-stones,设置,灵石,
settings.offline-gain.metric.techniques,设置,功法,
settings.offline-gain.period.today,设置,今日总计,
settings.offline-gain.period.week,设置,本周总计,
settings.offline-gain.period.yesterday,设置,昨日总计,
settings.offline-gain.record.duration,设置,离线挂机 {duration},
settings.offline-gain.section.title,设置,收支统计,
settings.offline-gain.status.source,设置,总账由云端统计，历史记录留存于本设备,
settings.performance.copy.overlay,设置,这里的配置只保存在当前设备。默认关闭；开启后会在地图顶部显示 FPS、LOW 与 1% LOW，方便排查全屏、缩放和特效变化带来的帧率波动。,
settings.performance.desc.show-fps,设置,关闭时不显示浮层，也不会启动额外的帧率采样循环。,
settings.performance.desc.target-fps,设置,默认 60 FPS，可按设备自行调整。仅影响地图画面流畅度，最低 {min}，最高 {max}。,
settings.performance.label.show-fps,设置,显示地图帧率浮层,
settings.performance.label.target-fps,设置,地图画面帧率上限,
settings.performance.section.overlay,设置,地图性能浮层,
settings.redeem.action.submit,设置,立即兑换,
settings.redeem.copy.bulk,设置,支持一次输入多个兑换码，用换行、空格、逗号或分号分隔即可。兑换将在下一息统一执行。,
settings.redeem.error.empty,设置,请至少填写一个兑换码,
settings.redeem.error.failed,设置,兑换失败,
settings.redeem.label.codes,设置,兑换码列表,
settings.redeem.placeholder.codes,设置,每行一个，或用空格 / 逗号分隔多个兑换码,
settings.redeem.result.failed,设置,失败,
settings.redeem.result.success,设置,成功,
settings.redeem.section.bulk,设置,批量兑换,
settings.redeem.status.result-mixed,设置,兑换收讫：{successCount} 成 {failedCount} 败,
settings.redeem.status.result-success,设置,兑换收讫：{successCount} 成,
settings.redeem.status.submitted,设置,兑换已呈报，静待回音...,
settings.status.color-mode-switched,设置,已切换为{mode}模式,
settings.status.font-adjusted,设置,字号已调,
settings.status.fps-hidden,设置,帧率示数已隐,
settings.status.fps-shown,设置,帧率示数已显,
settings.status.mode.dark,设置,深色,
settings.status.mode.light,设置,浅色,
settings.status.offline-gain-refreshed,设置,收支统计已刷新,
settings.status.performance-reset,设置,性能已复归原本,
settings.status.scale-adjusted,设置,画幅已调,
settings.status.target-fps-adjusted,设置,渲染帧率上限已调至 {fps},
settings.status.ui-reset,设置,界面已复归原本,
settings.tab.account,设置,账号管理,
settings.tab.offline-gain,设置,收支统计,
settings.tab.performance,设置,性能,
settings.tab.redeem,设置,兑换码,
settings.tab.ui,设置,UI,
settings.tabs.aria,设置,设置分组,
settings.toast.display-name-updated,设置,显示名称已改为 {displayName},
settings.toast.role-name-updated,设置,角色名称已改为 {roleName},
settings.ui.copy.color-mode,设置,切换后立即生效，并自动保存在当前设备。深色模式会同步替换主界面、弹层与常用控件的基础配色。,
settings.ui.copy.display,设置,只保留一个全局字号和一个整体界面缩放。两项都会立即生效，并自动保存在当前设备。,
settings.ui.desc.global-font,设置,统一增减全部文字大小，适合“现在字太小”这类情况。,
settings.ui.desc.scale,设置,统一放大常用 UI 尺寸和字号，适合高分屏或 2K / 4K 屏幕。,
settings.ui.label.global-font,设置,全局字号,
settings.ui.label.scale,设置,界面缩放,
settings.ui.preview.body,设置,山门告示,
settings.ui.preview.scale,设置,缩放预览,
settings.ui.section.color-mode,设置,颜色模式,
settings.ui.section.display,设置,界面显示,
settings.ui.status.saved-local,设置,当前配置已自动保存到本机,
entity-detail.buff.category.buff,实体详情,增益,范围D固定前端可见文本
entity-detail.buff.category.debuff,实体详情,减益,范围D固定前端可见文本
entity-detail.buff.duration,实体详情,{remaining} / {duration} 息,范围D固定前端可见文本
entity-detail.buff.empty,实体详情,未见异状。,范围D固定前端可见文本
entity-detail.buff.empty.buffs,实体详情,未见增益,范围D固定前端可见文本
entity-detail.buff.empty.debuffs,实体详情,未见减益,范围D固定前端可见文本
entity-detail.buff.insight-count,实体详情,洞察状态,范围D固定前端可见文本
entity-detail.buff.section.observe-buffs,实体详情,洞察增益,范围D固定前端可见文本
entity-detail.buff.section.observe-debuffs,实体详情,洞察减益,范围D固定前端可见文本
entity-detail.buff.section.public-buffs,实体详情,可见增益,范围D固定前端可见文本
entity-detail.buff.section.public-debuffs,实体详情,可见减益,范围D固定前端可见文本
entity-detail.buff.tooltip.category,实体详情,类别：{category},范围D固定前端可见文本
entity-detail.buff.tooltip.effect,实体详情,效果：{effect},范围D固定前端可见文本
entity-detail.buff.tooltip.remaining,实体详情,剩余：{duration},范围D固定前端可见文本
entity-detail.buff.tooltip.source,实体详情,来源：{source},范围D固定前端可见文本
entity-detail.buff.tooltip.stacks,实体详情,层数：{stacks} / {max},范围D固定前端可见文本
entity-detail.buff.visible-count,实体详情,可见状态,范围D固定前端可见文本
entity-detail.container.default-desc,实体详情,这处{name}可以搜索，翻找后或许会有收获。,范围D固定前端可见文本
entity-detail.container.field.grade,实体详情,搜索阶次,范围D固定前端可见文本
entity-detail.container.searchable,实体详情,可搜索陈设,范围D固定前端可见文本
entity-detail.count.entries,实体详情,{count} 条,范围D固定前端可见文本
entity-detail.count.items,实体详情,{count} 项,范围D固定前端可见文本
entity-detail.empty,实体详情,暂未探明此物详情。,范围D固定前端可见文本
entity-detail.field.category,实体详情,类别,范围D固定前端可见文本
entity-detail.field.description,实体详情,说明,范围D固定前端可见文本
entity-detail.field.name,实体详情,名称,范围D固定前端可见文本
entity-detail.field.position,实体详情,位置,范围D固定前端可见文本
entity-detail.field.state,实体详情,状态,范围D固定前端可见文本
entity-detail.field.type,实体详情,类型,范围D固定前端可见文本
entity-detail.ground.empty,实体详情,暂未探明地面之物。,范围D固定前端可见文本
entity-detail.ground.field.items,实体详情,物品,范围D固定前端可见文本
entity-detail.ground.field.source,实体详情,来源,范围D固定前端可见文本
entity-detail.ground.no-visible-items,实体详情,已无可见之物。,范围D固定前端可见文本
entity-detail.ground.title,实体详情,地面物,范围D固定前端可见文本
entity-detail.label.hp,实体详情,气血,范围D固定前端可见文本
entity-detail.label.life,实体详情,生命,范围D固定前端可见文本
entity-detail.label.qi,实体详情,灵力,范围D固定前端可见文本
entity-detail.loading,实体详情,详情观望中……,范围D固定前端可见文本
entity-detail.monster.alive,实体详情,存活,范围D固定前端可见文本
entity-detail.monster.empty,实体详情,暂未探明妖兽详情。,范围D固定前端可见文本
entity-detail.monster.field.level,实体详情,层级,范围D固定前端可见文本
entity-detail.monster.field.respawn,实体详情,重生,范围D固定前端可见文本
entity-detail.monster.field.tier,实体详情,血脉,范围D固定前端可见文本
entity-detail.monster.respawning,实体详情,待重生,范围D固定前端可见文本
entity-detail.monster.subtitle,实体详情,{tier} · 等级 {level},范围D固定前端可见文本
entity-detail.npc.empty,实体详情,暂未探明此人详情。,范围D固定前端可见文本
entity-detail.npc.field.dialogue,实体详情,对话,范围D固定前端可见文本
entity-detail.npc.field.quest,实体详情,任务,范围D固定前端可见文本
entity-detail.npc.field.quest-state,实体详情,任务状态,范围D固定前端可见文本
entity-detail.npc.field.role,实体详情,身份,范围D固定前端可见文本
entity-detail.npc.field.shop,实体详情,商店,范围D固定前端可见文本
entity-detail.npc.no-role-mark,实体详情,无身份标记,范围D固定前端可见文本
entity-detail.npc.quest.available,实体详情,可接取,范围D固定前端可见文本
entity-detail.npc.quest.none,实体详情,暂无追索之委托,范围D固定前端可见文本
entity-detail.npc.quest.progress,实体详情,进行中,范围D固定前端可见文本
entity-detail.npc.quest.ready,实体详情,可交付,范围D固定前端可见文本
entity-detail.npc.shop.available,实体详情,可交易,范围D固定前端可见文本
entity-detail.observation.clarity.blurred,实体详情,轮廓模糊,范围D固定前端可见文本
entity-detail.observation.clarity.clear,实体详情,已较清晰,范围D固定前端可见文本
entity-detail.observation.clarity.complete,实体详情,洞察完整,范围D固定前端可见文本
entity-detail.observation.clarity.partial,实体详情,窥得部分,范围D固定前端可见文本
entity-detail.observation.clarity.veiled,实体详情,雾里看花,范围D固定前端可见文本
entity-detail.observation.field.clarity,实体详情,清晰度,范围D固定前端可见文本
entity-detail.observation.field.count,实体详情,洞察条目,范围D固定前端可见文本
entity-detail.observation.field.details,实体详情,细节,范围D固定前端可见文本
entity-detail.observation.field.verdict,实体详情,判词,范围D固定前端可见文本
entity-detail.observation.no-more,实体详情,未得更多回响。,范围D固定前端可见文本
entity-detail.observation.rows.empty,实体详情,暂且如此。,范围D固定前端可见文本
entity-detail.observation.title,实体详情,观测,范围D固定前端可见文本
entity-detail.player.empty,实体详情,暂未探明此身详情。,范围D固定前端可见文本
entity-detail.player.field.display-name,实体详情,称呼,范围D固定前端可见文本
entity-detail.player.field.id,实体详情,编号,范围D固定前端可见文本
entity-detail.player.subtitle,实体详情,玩家观测,范围D固定前端可见文本
entity-detail.player.tracking.coordinate,实体详情,卷宗坐标,范围D固定前端可见文本
entity-detail.player.tracking.desc,实体详情,该坐标来自天下榜玩家击杀榜的低频追索结果，榜册开启期间每十息刷新一次。,范围D固定前端可见文本
entity-detail.player.tracking.empty,实体详情,此身未在诛仙榜追索册页中。查看天下榜时若命中上榜对象，会在这里显现最新坐标。,范围D固定前端可见文本
entity-detail.player.tracking.offline,实体详情,离线坐标,范围D固定前端可见文本
entity-detail.player.tracking.online,实体详情,在线追索,范围D固定前端可见文本
entity-detail.player.tracking.title,实体详情,天机追索,范围D固定前端可见文本
entity-detail.portal.empty,实体详情,暂未探明界门详情。,范围D固定前端可见文本
entity-detail.portal.field.target-coordinate,实体详情,目标坐标,范围D固定前端可见文本
entity-detail.portal.field.target-map,实体详情,目标地图,范围D固定前端可见文本
entity-detail.portal.field.trigger,实体详情,触发方式,范围D固定前端可见文本
entity-detail.portal.kind.gate,实体详情,关隘,范围D固定前端可见文本
entity-detail.portal.kind.portal,实体详情,传送点,范围D固定前端可见文本
entity-detail.portal.kind.stairs,实体详情,楼梯,范围D固定前端可见文本
entity-detail.portal.trigger.auto,实体详情,踏入即触发,范围D固定前端可见文本
entity-detail.portal.trigger.manual,实体详情,需要主动使用,范围D固定前端可见文本
entity-detail.respawn.after,实体详情,{ticks} 息后重生,范围D固定前端可见文本
entity-detail.respawn.none,实体详情,无需等待,范围D固定前端可见文本
entity-detail.respawn.soon,实体详情,即将重生,范围D固定前端可见文本
entity-detail.subtitle.kind,实体详情,目标类型：{kind},范围D固定前端可见文本
entity-detail.subtitle.loading,实体详情,详情观望中...,范围D固定前端可见文本
entity-detail.title.default,实体详情,详情,范围D固定前端可见文本
entity-detail.unsupported,实体详情,此般详情尚不可察。,范围D固定前端可见文本
entity-detail.value.none,实体详情,无,范围D固定前端可见文本
entity-detail.value.unknown,实体详情,未明,范围D固定前端可见文本
world-summary.action.open-leaderboard,世界信息,天下榜,范围D固定前端可见文本
world-summary.action.open-summary,世界信息,世界卷宗,范围D固定前端可见文本
world-summary.action.refresh-leaderboard,世界信息,刷新榜册,范围D固定前端可见文本
world-summary.action.refresh-summary,世界信息,刷新卷宗,范围D固定前端可见文本
world-summary.generated-at.loading,世界信息,调卷中,范围D固定前端可见文本
world-summary.hint.total-spirit-stones,世界信息,包含背包、坊市托管仓与求购挂单中冻结的灵石。,范围D固定前端可见文本
world-summary.leaderboard.empty,世界信息,暂无榜册内容。,范围D固定前端可见文本
world-summary.leaderboard.loading,世界信息,天机阁正在调阅最新榜册……,范围D固定前端可见文本
world-summary.leaderboard.location.loading,世界信息,坐标：天机追索中,范围D固定前端可见文本
world-summary.leaderboard.location.offline,世界信息,"离线坐标：{mapName} ({x}, {y})",范围D固定前端可见文本
world-summary.leaderboard.location.online,世界信息,"坐标：{mapName} ({x}, {y})",范围D固定前端可见文本
world-summary.leaderboard.meta.monster-kills,世界信息,精英 {elite} · Boss {boss},范围D固定前端可见文本
